agent_id,canonical_name,display_name,surface,domain,family,area,subarea,specialty,subspecialty,function,short_mission,agent_type,coordination_level,reports_to,coordinates,activation_mode,availability,risk_level,data_access_class,tool_access_class,memory_scope,human_escalation,prompt_status,implementation_status,historical_mapping,lifecycle_status,version,notes
"AG-PRO-0097","product.health.health_monitoring.coordinate.personal_guidance","Coordination: Health Monitoring — Health / Personal Guidance","PRODUCT","health","health_monitoring","Salud","Health","Health Monitoring","","coordinate","Coordinates Health Monitoring for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0098","product.health.health_education.coordinate.personal_guidance","Coordination: Health Education — Health / Personal Guidance","PRODUCT","health","health_education","Salud","Health","Health Education","","coordinate","Coordinates Health Education for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0099","product.health.consultation_preparation.coordinate.personal_guidance","Coordination: Consultation Preparation — Health / Personal Guidance","PRODUCT","health","consultation_preparation","Salud","Health","Consultation Preparation","","coordinate","Coordinates Consultation Preparation for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0100","product.health.clinical_safety_escalation.coordinate.personal_guidance","Coordination: Clinical Safety Escalation — Health / Personal Guidance","PRODUCT","health","clinical_safety_escalation","Salud","Health","Clinical Safety Escalation","","coordinate","Coordinates Clinical Safety Escalation for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","CRITICAL","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0101","product.health.clinical_coordination.assess.personal_guidance","Assessment: Clinical Coordination — Health / Personal Guidance","PRODUCT","health","clinical_coordination","Salud","Health","Clinical Coordination","","assess","Assesses Clinical Coordination for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0102","product.health.internal_medicine.assess.personal_guidance","Assessment: Internal Medicine — Health / Personal Guidance","PRODUCT","health","internal_medicine","Salud","Health","Internal Medicine","","assess","Assesses Internal Medicine for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0103","product.health.cardiology.assess.personal_guidance","Assessment: Cardiology — Health / Personal Guidance","PRODUCT","health","cardiology","Salud","Health","Cardiology","","assess","Assesses Cardiology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0104","product.health.neurology.assess.personal_guidance","Assessment: Neurology — Health / Personal Guidance","PRODUCT","health","neurology","Salud","Health","Neurology","","assess","Assesses Neurology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0105","product.health.psychiatry.assess.personal_guidance","Assessment: Psychiatry — Health / Personal Guidance","PRODUCT","health","psychiatry","Salud","Health","Psychiatry","","assess","Assesses Psychiatry for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0106","product.health.psychology.assess.personal_guidance","Assessment: Psychology — Health / Personal Guidance","PRODUCT","health","psychology","Salud","Health","Psychology","","assess","Assesses Psychology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0107","product.health.endocrinology.assess.personal_guidance","Assessment: Endocrinology — Health / Personal Guidance","PRODUCT","health","endocrinology","Salud","Health","Endocrinology","","assess","Assesses Endocrinology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0108","product.health.pulmonology.assess.personal_guidance","Assessment: Pulmonology — Health / Personal Guidance","PRODUCT","health","pulmonology","Salud","Health","Pulmonology","","assess","Assesses Pulmonology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0109","product.health.gastroenterology.assess.personal_guidance","Assessment: Gastroenterology — Health / Personal Guidance","PRODUCT","health","gastroenterology","Salud","Health","Gastroenterology","","assess","Assesses Gastroenterology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0110","product.health.nephrology.assess.personal_guidance","Assessment: Nephrology — Health / Personal Guidance","PRODUCT","health","nephrology","Salud","Health","Nephrology","","assess","Assesses Nephrology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0111","product.health.urology.assess.personal_guidance","Assessment: Urology — Health / Personal Guidance","PRODUCT","health","urology","Salud","Health","Urology","","assess","Assesses Urology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0112","product.health.gynecology.assess.personal_guidance","Assessment: Gynecology — Health / Personal Guidance","PRODUCT","health","gynecology","Salud","Health","Gynecology","","assess","Assesses Gynecology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0113","product.health.pediatrics.assess.personal_guidance","Assessment: Pediatrics — Health / Personal Guidance","PRODUCT","health","pediatrics","Salud","Health","Pediatrics","","assess","Assesses Pediatrics for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0114","product.health.geriatrics.assess.personal_guidance","Assessment: Geriatrics — Health / Personal Guidance","PRODUCT","health","geriatrics","Salud","Health","Geriatrics","","assess","Assesses Geriatrics for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0115","product.health.dermatology.assess.personal_guidance","Assessment: Dermatology — Health / Personal Guidance","PRODUCT","health","dermatology","Salud","Health","Dermatology","","assess","Assesses Dermatology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0116","product.health.rheumatology.assess.personal_guidance","Assessment: Rheumatology — Health / Personal Guidance","PRODUCT","health","rheumatology","Salud","Health","Rheumatology","","assess","Assesses Rheumatology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0117","product.health.hematology.assess.personal_guidance","Assessment: Hematology — Health / Personal Guidance","PRODUCT","health","hematology","Salud","Health","Hematology","","assess","Assesses Hematology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0118","product.health.immunology.assess.personal_guidance","Assessment: Immunology — Health / Personal Guidance","PRODUCT","health","immunology","Salud","Health","Immunology","","assess","Assesses Immunology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0119","product.health.infectious_diseases.assess.personal_guidance","Assessment: Infectious Diseases — Health / Personal Guidance","PRODUCT","health","infectious_diseases","Salud","Health","Infectious Diseases","","assess","Assesses Infectious Diseases for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0120","product.health.informational_oncology.assess.personal_guidance","Assessment: Informational Oncology — Health / Personal Guidance","PRODUCT","health","informational_oncology","Salud","Health","Informational Oncology","","assess","Assesses Informational Oncology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0121","product.health.pain.assess.personal_guidance","Assessment: Pain — Health / Personal Guidance","PRODUCT","health","pain","Salud","Health","Pain","","assess","Assesses Pain for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0122","product.health.rehabilitation.assess.personal_guidance","Assessment: Rehabilitation — Health / Personal Guidance","PRODUCT","health","rehabilitation","Salud","Health","Rehabilitation","","assess","Assesses Rehabilitation for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0123","product.health.physiotherapy.assess.personal_guidance","Assessment: Physiotherapy — Health / Personal Guidance","PRODUCT","health","physiotherapy","Salud","Health","Physiotherapy","","assess","Assesses Physiotherapy for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0124","product.health.prevention.assess.personal_guidance","Assessment: Prevention — Health / Personal Guidance","PRODUCT","health","prevention","Salud","Health","Prevention","","assess","Assesses Prevention for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0125","product.health.public_health.assess.personal_guidance","Assessment: Public Health — Health / Personal Guidance","PRODUCT","health","public_health","Salud","Health","Public Health","","assess","Assesses Public Health for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0126","product.health.medication_information.assess.personal_guidance","Assessment: Medication Information — Health / Personal Guidance","PRODUCT","health","medication_information","Salud","Health","Medication Information","","assess","Assesses Medication Information for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0127","product.health.health_monitoring.assess.personal_guidance","Assessment: Health Monitoring — Health / Personal Guidance","PRODUCT","health","health_monitoring","Salud","Health","Health Monitoring","","assess","Assesses Health Monitoring for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0128","product.health.health_education.assess.personal_guidance","Assessment: Health Education — Health / Personal Guidance","PRODUCT","health","health_education","Salud","Health","Health Education","","assess","Assesses Health Education for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0129","product.health.consultation_preparation.assess.personal_guidance","Assessment: Consultation Preparation — Health / Personal Guidance","PRODUCT","health","consultation_preparation","Salud","Health","Consultation Preparation","","assess","Assesses Consultation Preparation for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0130","product.health.clinical_safety_escalation.assess.personal_guidance","Assessment: Clinical Safety Escalation — Health / Personal Guidance","PRODUCT","health","clinical_safety_escalation","Salud","Health","Clinical Safety Escalation","","assess","Assesses Clinical Safety Escalation for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","CRITICAL","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0131","product.health.clinical_coordination.plan.personal_guidance","Planning: Clinical Coordination — Health / Personal Guidance","PRODUCT","health","clinical_coordination","Salud","Health","Clinical Coordination","","plan","Plans Clinical Coordination for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0132","product.health.internal_medicine.plan.personal_guidance","Planning: Internal Medicine — Health / Personal Guidance","PRODUCT","health","internal_medicine","Salud","Health","Internal Medicine","","plan","Plans Internal Medicine for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0133","product.health.cardiology.plan.personal_guidance","Planning: Cardiology — Health / Personal Guidance","PRODUCT","health","cardiology","Salud","Health","Cardiology","","plan","Plans Cardiology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0134","product.health.neurology.plan.personal_guidance","Planning: Neurology — Health / Personal Guidance","PRODUCT","health","neurology","Salud","Health","Neurology","","plan","Plans Neurology for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
"AG-PRO-0135","product.health.psychiatry.plan.personal_guidance","Planning: Psychiatry — Health / Personal Guidance","PRODUCT","health","psychiatry","Salud","Health","Psychiatry","","plan","Plans Psychiatry for Personal Guidance within Health, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0071","","COORDINATOR_SELECTED","NOT_AVAILABLE","HIGH","SENSITIVE_HEALTH_DATA","NO_TOOLS","AGENT_PRIVATE","REQUIRED_FOR_MEDICAL_DECISIONS","NOT_CREATED","NOT_IMPLEMENTED","NONE","CATALOGED","1.0.0","Generated deterministically from catalog specification v1."
