"family_prompt_id","canonical_family_name","surface","domain","member_count","risk_range","base_authority","base_data_ceiling","base_tool_ceiling","base_memory_ceiling","member_data_classes","member_tool_classes","member_memory_scopes","required_modules","exceptions","owner","status"
"FAM-ADMINISTRATION-MODERATION-TRUST-SAFETY-SAFETY-APPEALS-v1","safety_appeals","ADMINISTRATION","moderation_trust_safety","9","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-MODERATION-TRUST-SAFETY-SAFETY-APPEALS-v1","NONE","AG-ADM-0301","APPROVED"
"FAM-ADMINISTRATION-MODERATION-TRUST-SAFETY-TRUST-AND-SAFETY-v1","trust_and_safety","ADMINISTRATION","moderation_trust_safety","9","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-MODERATION-TRUST-SAFETY-TRUST-AND-SAFETY-v1","NONE","AG-ADM-0301","APPROVED"
"FAM-ADMINISTRATION-PARTNERSHIPS-REVENUE-VENDORS-AFFILIATION-v1","affiliation","ADMINISTRATION","partnerships_revenue_vendors","4","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-PARTNERSHIPS-REVENUE-VENDORS-AFFILIATION-v1","NONE","AG-ADM-0661","APPROVED"
"FAM-ADMINISTRATION-PARTNERSHIPS-REVENUE-VENDORS-PARTNERSHIPS-v1","partnerships","ADMINISTRATION","partnerships_revenue_vendors","4","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-ADMINISTRATION-PARTNERSHIPS-REVENUE-VENDORS-PARTNERSHIPS-v1","NONE","AG-ADM-0001","APPROVED"
"FAM-ADMINISTRATION-PARTNERSHIPS-REVENUE-VENDORS-PROCUREMENT-v1","procurement","ADMINISTRATION","partnerships_revenue_vendors","4","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-PARTNERSHIPS-REVENUE-VENDORS-PROCUREMENT-v1","NONE","AG-ADM-0661","APPROVED"
"FAM-ADMINISTRATION-PARTNERSHIPS-REVENUE-VENDORS-REVENUE-OPERATIONS-v1","revenue_operations","ADMINISTRATION","partnerships_revenue_vendors","4","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-PARTNERSHIPS-REVENUE-VENDORS-REVENUE-OPERATIONS-v1","NONE","AG-ADM-0661","APPROVED"
"FAM-ADMINISTRATION-PARTNERSHIPS-REVENUE-VENDORS-VENDOR-MANAGEMENT-v1","vendor_management","ADMINISTRATION","partnerships_revenue_vendors","4","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-PARTNERSHIPS-REVENUE-VENDORS-VENDOR-MANAGEMENT-v1","NONE","AG-ADM-0661","APPROVED"
"FAM-ADMINISTRATION-PEOPLE-INCIDENTS-CONTINUITY-SURFACE-ADMINISTRATION-SURFACE-v1","administration_surface","ADMINISTRATION","people_incidents_continuity_surface","4","CRITICAL","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-PEOPLE-INCIDENTS-CONTINUITY-SURFACE-ADMINISTRATION-SURFACE-v1","NONE","AG-ADM-0681","APPROVED"
"FAM-ADMINISTRATION-PEOPLE-INCIDENTS-CONTINUITY-SURFACE-ADMINISTRATIVE-INCIDENTS-v1","administrative_incidents","ADMINISTRATION","people_incidents_continuity_surface","4","CRITICAL","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-PEOPLE-INCIDENTS-CONTINUITY-SURFACE-ADMINISTRATIVE-INCIDENTS-v1","NONE","AG-ADM-0681","APPROVED"
"FAM-ADMINISTRATION-PEOPLE-INCIDENTS-CONTINUITY-SURFACE-BUSINESS-CONTINUITY-v1","business_continuity","ADMINISTRATION","people_incidents_continuity_surface","4","CRITICAL","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-PEOPLE-INCIDENTS-CONTINUITY-SURFACE-BUSINESS-CONTINUITY-v1","NONE","AG-ADM-0681","APPROVED"
"FAM-ADMINISTRATION-PEOPLE-INCIDENTS-CONTINUITY-SURFACE-OPERATIONAL-RESILIENCE-v1","operational_resilience","ADMINISTRATION","people_incidents_continuity_surface","4","CRITICAL","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-PEOPLE-INCIDENTS-CONTINUITY-SURFACE-OPERATIONAL-RESILIENCE-v1","NONE","AG-ADM-0681","APPROVED"
"FAM-ADMINISTRATION-PEOPLE-INCIDENTS-CONTINUITY-SURFACE-PEOPLE-OPERATIONS-v1","people_operations","ADMINISTRATION","people_incidents_continuity_surface","4","CRITICAL","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-ADMINISTRATION-PEOPLE-INCIDENTS-CONTINUITY-SURFACE-PEOPLE-OPERATIONS-v1","NONE","AG-ADM-0001","APPROVED"
"FAM-ADMINISTRATION-PRIVACY-LEGAL-COMPLIANCE-DATA-SUBJECT-REQUESTS-v1","data_subject_requests","ADMINISTRATION","privacy_legal_compliance","9","HIGH","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-PRIVACY-LEGAL-COMPLIANCE-DATA-SUBJECT-REQUESTS-v1","NONE","AG-ADM-0346","APPROVED"
"FAM-ADMINISTRATION-PRIVACY-LEGAL-COMPLIANCE-LEGAL-OPERATIONS-v1","legal_operations","ADMINISTRATION","privacy_legal_compliance","9","HIGH","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-PRIVACY-LEGAL-COMPLIANCE-LEGAL-OPERATIONS-v1","NONE","AG-ADM-0346","APPROVED"
"FAM-ADMINISTRATION-PRIVACY-LEGAL-COMPLIANCE-POLICY-COMPLIANCE-v1","policy_compliance","ADMINISTRATION","privacy_legal_compliance","9","HIGH","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-PRIVACY-LEGAL-COMPLIANCE-POLICY-COMPLIANCE-v1","NONE","AG-ADM-0346","APPROVED"
"FAM-ADMINISTRATION-PRIVACY-LEGAL-COMPLIANCE-PRIVACY-OPERATIONS-v1","privacy_operations","ADMINISTRATION","privacy_legal_compliance","9","HIGH","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-ADMINISTRATION-PRIVACY-LEGAL-COMPLIANCE-PRIVACY-OPERATIONS-v1","NONE","AG-ADM-0001","APPROVED"
"FAM-ADMINISTRATION-PRIVACY-LEGAL-COMPLIANCE-REGULATORY-COMPLIANCE-v1","regulatory_compliance","ADMINISTRATION","privacy_legal_compliance","9","HIGH","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-PRIVACY-LEGAL-COMPLIANCE-REGULATORY-COMPLIANCE-v1","NONE","AG-ADM-0346","APPROVED"
"FAM-ADMINISTRATION-ROLES-PERMISSIONS-ACCESS-CERTIFICATION-v1","access_certification","ADMINISTRATION","roles_permissions","7","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-ROLES-PERMISSIONS-ACCESS-CERTIFICATION-v1","NONE","AG-ADM-0096","APPROVED"
"FAM-ADMINISTRATION-ROLES-PERMISSIONS-ELEVATION-REVIEW-v1","elevation_review","ADMINISTRATION","roles_permissions","7","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-ROLES-PERMISSIONS-ELEVATION-REVIEW-v1","NONE","AG-ADM-0096","APPROVED"
"FAM-ADMINISTRATION-ROLES-PERMISSIONS-PERMISSION-REVIEW-v1","permission_review","ADMINISTRATION","roles_permissions","7","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-ROLES-PERMISSIONS-PERMISSION-REVIEW-v1","NONE","AG-ADM-0096","APPROVED"
"FAM-ADMINISTRATION-ROLES-PERMISSIONS-ROLE-GOVERNANCE-v1","role_governance","ADMINISTRATION","roles_permissions","7","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-ADMINISTRATION-ROLES-PERMISSIONS-ROLE-GOVERNANCE-v1","NONE","AG-ADM-0001","APPROVED"
"FAM-ADMINISTRATION-ROLES-PERMISSIONS-SEGREGATION-OF-DUTIES-v1","segregation_of_duties","ADMINISTRATION","roles_permissions","7","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-ROLES-PERMISSIONS-SEGREGATION-OF-DUTIES-v1","NONE","AG-ADM-0096","APPROVED"
"FAM-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-BILLING-v1","billing","ADMINISTRATION","subscriptions_billing_finance","11","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-BILLING-v1","NONE","AG-ADM-0131","APPROVED"
"FAM-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-FINANCIAL-RECONCILIATION-v1","financial_reconciliation","ADMINISTRATION","subscriptions_billing_finance","11","HIGH","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-FINANCIAL-RECONCILIATION-v1","NONE","AG-ADM-0131","APPROVED"
"FAM-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-PAYMENTS-OPERATIONS-v1","payments_operations","ADMINISTRATION","subscriptions_billing_finance","11","HIGH","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-PAYMENTS-OPERATIONS-v1","NONE","AG-ADM-0131","APPROVED"
"FAM-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-PRICING-OPERATIONS-v1","pricing_operations","ADMINISTRATION","subscriptions_billing_finance","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-PRICING-OPERATIONS-v1","NONE","AG-ADM-0131","APPROVED"
"FAM-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-REFUNDS-v1","refunds","ADMINISTRATION","subscriptions_billing_finance","11","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-REFUNDS-v1","NONE","AG-ADM-0131","APPROVED"
"FAM-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-REVENUE-ACCOUNTING-v1","revenue_accounting","ADMINISTRATION","subscriptions_billing_finance","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-REVENUE-ACCOUNTING-v1","NONE","AG-ADM-0131","APPROVED"
"FAM-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-SUBSCRIPTIONS-v1","subscriptions","ADMINISTRATION","subscriptions_billing_finance","11","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-SUBSCRIPTIONS-v1","NONE","AG-ADM-0001","APPROVED"
"FAM-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-TAX-OPERATIONS-v1","tax_operations","ADMINISTRATION","subscriptions_billing_finance","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-SUBSCRIPTIONS-BILLING-FINANCE-TAX-OPERATIONS-v1","NONE","AG-ADM-0131","APPROVED"
"FAM-ADMINISTRATION-USERS-ACCOUNTS-ACCOUNT-LIFECYCLE-v1","account_lifecycle","ADMINISTRATION","users_accounts","9","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-USERS-ACCOUNTS-ACCOUNT-LIFECYCLE-v1","NONE","AG-ADM-0051","APPROVED"
"FAM-ADMINISTRATION-USERS-ACCOUNTS-ACCOUNT-RECOVERY-v1","account_recovery","ADMINISTRATION","users_accounts","9","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-USERS-ACCOUNTS-ACCOUNT-RECOVERY-v1","NONE","AG-ADM-0051","APPROVED"
"FAM-ADMINISTRATION-USERS-ACCOUNTS-IDENTITY-SUPPORT-v1","identity_support","ADMINISTRATION","users_accounts","9","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-USERS-ACCOUNTS-IDENTITY-SUPPORT-v1","NONE","AG-ADM-0051","APPROVED"
"FAM-ADMINISTRATION-USERS-ACCOUNTS-USER-COMMUNICATIONS-v1","user_communications","ADMINISTRATION","users_accounts","9","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-USERS-ACCOUNTS-USER-COMMUNICATIONS-v1","NONE","AG-ADM-0051","APPROVED"
"FAM-ADMINISTRATION-USERS-ACCOUNTS-USER-OPERATIONS-v1","user_operations","ADMINISTRATION","users_accounts","8","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","ADMINISTRATIVE_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-ADMINISTRATION-USERS-ACCOUNTS-USER-OPERATIONS-v1","NONE","AG-ADM-0051","APPROVED"
"FAM-DEVELOPMENT-AI-ORCHESTRATION-AGENT-COST-CONTROL-v1","agent_cost_control","DEVELOPMENT","ai_orchestration","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-AI-ORCHESTRATION-AGENT-COST-CONTROL-v1","NONE","AG-DEV-0701","APPROVED"
"FAM-DEVELOPMENT-AI-ORCHESTRATION-AGENT-LIFECYCLE-v1","agent_lifecycle","DEVELOPMENT","ai_orchestration","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-AI-ORCHESTRATION-AGENT-LIFECYCLE-v1","NONE","AG-DEV-0701","APPROVED"
"FAM-DEVELOPMENT-AI-ORCHESTRATION-AGENT-REGISTRY-v1","agent_registry","DEVELOPMENT","ai_orchestration","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-AI-ORCHESTRATION-AGENT-REGISTRY-v1","NONE","AG-DEV-0701","APPROVED"
"FAM-DEVELOPMENT-AI-ORCHESTRATION-AGENT-SIMULATION-v1","agent_simulation","DEVELOPMENT","ai_orchestration","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-AI-ORCHESTRATION-AGENT-SIMULATION-v1","NONE","AG-DEV-0701","APPROVED"
"FAM-DEVELOPMENT-AI-ORCHESTRATION-AI-RED-TEAMING-v1","ai_red_teaming","DEVELOPMENT","ai_orchestration","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-AI-ORCHESTRATION-AI-RED-TEAMING-v1","NONE","AG-DEV-0701","APPROVED"
"FAM-DEVELOPMENT-AI-ORCHESTRATION-LLM-ENGINEERING-v1","llm_engineering","DEVELOPMENT","ai_orchestration","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-DEVELOPMENT-AI-ORCHESTRATION-LLM-ENGINEERING-v1","NONE","AG-DEV-0001","APPROVED"
"FAM-DEVELOPMENT-AI-ORCHESTRATION-MODEL-GATEWAY-v1","model_gateway","DEVELOPMENT","ai_orchestration","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-AI-ORCHESTRATION-MODEL-GATEWAY-v1","NONE","AG-DEV-0701","APPROVED"
"FAM-DEVELOPMENT-AI-ORCHESTRATION-MULTI-AGENT-ORCHESTRATION-v1","multi_agent_orchestration","DEVELOPMENT","ai_orchestration","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-AI-ORCHESTRATION-MULTI-AGENT-ORCHESTRATION-v1","NONE","AG-DEV-0701","APPROVED"
"FAM-DEVELOPMENT-AI-ORCHESTRATION-MULTI-MODEL-ROUTING-v1","multi_model_routing","DEVELOPMENT","ai_orchestration","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-AI-ORCHESTRATION-MULTI-MODEL-ROUTING-v1","NONE","AG-DEV-0701","APPROVED"
